GlobalSequenceNumber,ConfigurationLayer,SourceFile,SourceLine,SourceSymbol,Channel,LogicalChannelIndex,ExpectedPrivateBank,SelectedBankBefore,BankSelectWrite,RegisterAddress,Operation,WriteData,WriteMask,ReadModifyWrite,KnownInitialBits,SymbolicUnknownBits,ComputedFinalValue,DelayBefore,DelayAfter,Condition,Reason,AuthorityReference
78,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,286,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x08,WRITE,0x70,0xFF,NO,N/A,NONE,0x70,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:286; bringup:997-1070
79,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,287,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x11,WRITE,0x04,0xFF,NO,N/A,NONE,0x04,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:287; bringup:997-1070
80,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,288,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x1B,WRITE,0x20,0xFF,NO,N/A,NONE,0x20,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:288; bringup:997-1070
81,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,289,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x24,WRITE,0x10,0xFF,NO,N/A,NONE,0x10,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:289; bringup:997-1070
82,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,290,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x25,WRITE,0xCA,0xFF,NO,N/A,NONE,0xCA,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:290; bringup:997-1070
83,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,291,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x26,WRITE,0x30,0xFF,NO,N/A,NONE,0x30,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:291; bringup:997-1070
84,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,292,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x29,WRITE,0x30,0xFF,NO,N/A,NONE,0x30,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:292; bringup:997-1070
85,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,293,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x2A,WRITE,0x30,0xFF,NO,N/A,NONE,0x30,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:293; bringup:997-1070
86,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,294,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x2B,WRITE,0xA8,0xFF,NO,N/A,NONE,0xA8,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:294; bringup:997-1070
87,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,295,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x5F,WRITE,0x70,0xFF,NO,N/A,NONE,0x70,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:295; bringup:997-1070
88,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,296,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x56,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:296; bringup:997-1070
89,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,297,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x90,WRITE,0x0D,0xFF,NO,N/A,NONE,0x0D,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:297; bringup:997-1070
90,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,298,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x9B,WRITE,0x80,0xFF,NO,N/A,NONE,0x80,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:298; bringup:997-1070
91,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,299,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0xB5,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:299; bringup:997-1070
92,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,300,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0xB7,WRITE,0xFF,0xFF,NO,N/A,NONE,0xFF,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:300; bringup:997-1070
93,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,301,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0xB8,WRITE,0xB8,0xFF,NO,N/A,NONE,0xB8,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:301; bringup:997-1070
94,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,302,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0xBB,WRITE,0xB8,0xFF,NO,N/A,NONE,0xB8,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:302; bringup:997-1070
95,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,303,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0xD1,WRITE,0x20,0xFF,NO,N/A,NONE,0x20,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:303; bringup:997-1070
96,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,304,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x20,WRITE,0x84,0xFF,NO,N/A,NONE,0x84,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:304; bringup:997-1070
97,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,305,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x27,WRITE,0x57,0xFF,NO,N/A,NONE,0x57,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:305; bringup:997-1070
98,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,306,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x76,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:306; bringup:997-1070
99,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,307,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x6E,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:307; bringup:997-1070
100,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,308,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x6F,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:308; bringup:997-1070
101,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x05,YES,0xFF,WRITE,0x09,0xFF,NO,N/A,NONE,0x09,0,0,ALWAYS,select physical bank 0x09 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
102,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x09,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x09,nvp6134c_i2c_bringup.vhd:1056-1062
103,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,309,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x40,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:309; bringup:997-1070
104,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,310,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x44,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:310; bringup:997-1070
105,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,311,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x50,WRITE,0xCB,0xFF,NO,N/A,NONE,0xCB,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:311; bringup:997-1070
106,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,312,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x51,WRITE,0x8A,0xFF,NO,N/A,NONE,0x8A,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:312; bringup:997-1070
107,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,313,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x52,WRITE,0x09,0xFF,NO,N/A,NONE,0x09,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:313; bringup:997-1070
108,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,314,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x53,WRITE,0x2A,0xFF,NO,N/A,NONE,0x2A,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:314; bringup:997-1070
109,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,315,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x97,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:315; bringup:997-1070
110,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,316,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x98,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:316; bringup:997-1070
111,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,317,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x09,NO,0x99,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:317; bringup:997-1070
112,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x09,YES,0xFF,WRITE,0x02,0xFF,NO,N/A,NONE,0x02,0,0,ALWAYS,select physical bank 0x02 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
113,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x02,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x02,nvp6134c_i2c_bringup.vhd:1056-1062
114,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,318,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x02,WRITE,0x03,0xFF,NO,N/A,NONE,0x03,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:318; bringup:997-1070
115,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,319,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x28,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:319; bringup:997-1070
116,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,320,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x29,WRITE,0x3C,0xFF,NO,N/A,NONE,0x3C,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:320; bringup:997-1070
117,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,321,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x2A,WRITE,0x0C,0xFF,NO,N/A,NONE,0x0C,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:321; bringup:997-1070
118,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,322,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x2B,WRITE,0x06,0xFF,NO,N/A,NONE,0x06,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:322; bringup:997-1070
119,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,323,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x2C,WRITE,0x36,0xFF,NO,N/A,NONE,0x36,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:323; bringup:997-1070
120,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x02,YES,0xFF,WRITE,0x11,0xFF,NO,N/A,NONE,0x11,0,0,ALWAYS,select physical bank 0x11 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
121,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x11,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x11,nvp6134c_i2c_bringup.vhd:1056-1062
122,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,324,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x11,NO,0x00,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:324; bringup:997-1070
123,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x11,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select physical bank 0x01 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
124,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x01,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x01,nvp6134c_i2c_bringup.vhd:1056-1062
125,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,325,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x01,NO,0x84,WRITE,0x47,0xFF,NO,N/A,NONE,0x47,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:325; bringup:997-1070
126,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,326,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x01,NO,0x8C,WRITE,0xA7,0xFF,NO,N/A,NONE,0xA7,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:326; bringup:997-1070
127,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,select physical bank 0x00 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
128,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x00,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x00,nvp6134c_i2c_bringup.vhd:1056-1062
129,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,327,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x40,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:327; bringup:997-1070
130,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,328,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x81,WRITE,0x70,0xFF,NO,N/A,NONE,0x70,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:328; bringup:997-1070
131,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,329,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x85,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:329; bringup:997-1070
132,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,330,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x18,WRITE,0x14,0xFF,NO,N/A,NONE,0x14,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:330; bringup:997-1070
133,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,331,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x30,WRITE,0x10,0xFF,NO,N/A,NONE,0x10,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:331; bringup:997-1070
134,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,332,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x58,WRITE,0x30,0xFF,NO,N/A,NONE,0x30,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:332; bringup:997-1070
135,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,333,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x5C,WRITE,0x1E,0xFF,NO,N/A,NONE,0x1E,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:333; bringup:997-1070
136,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,334,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x64,WRITE,0x2D,0xFF,NO,N/A,NONE,0x2D,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:334; bringup:997-1070
137,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,335,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x89,WRITE,0x10,0xFF,NO,N/A,NONE,0x10,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:335; bringup:997-1070
138,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,336,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0x8E,WRITE,0x30,0xFF,NO,N/A,NONE,0x30,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:336; bringup:997-1070
139,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,337,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0xA0,WRITE,0x18,0xFF,NO,N/A,NONE,0x18,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:337; bringup:997-1070
140,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,338,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x00,NO,0xA4,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:338; bringup:997-1070
141,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x00,YES,0xFF,WRITE,0x05,0xFF,NO,N/A,NONE,0x05,0,0,ALWAYS,select physical bank 0x05 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
142,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x05,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x05,nvp6134c_i2c_bringup.vhd:1056-1062
143,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,339,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x64,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:339; bringup:997-1070
144,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x05,YES,0xFF,WRITE,0x02,0xFF,NO,N/A,NONE,0x02,0,0,ALWAYS,select physical bank 0x02 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
145,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x02,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x02,nvp6134c_i2c_bringup.vhd:1056-1062
146,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,340,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x28,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:340; bringup:997-1070
147,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,341,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x29,WRITE,0x2D,0xFF,NO,N/A,NONE,0x2D,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:341; bringup:997-1070
148,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,342,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x2A,WRITE,0x0C,0xFF,NO,N/A,NONE,0x0C,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:342; bringup:997-1070
149,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,343,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x02,NO,0x2C,WRITE,0x27,0xFF,NO,N/A,NONE,0x27,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:343; bringup:997-1070
150,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1035,INIT_BANK_WRITE,GLOBAL,N/A,N/A,0x02,YES,0xFF,WRITE,0x05,0xFF,NO,N/A,NONE,0x05,0,0,ALWAYS,select physical bank 0x05 for logical table target,nvp6134c_i2c_bringup.vhd:1028-1069
151,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_i2c_bringup.vhd,1056,INIT_BANK_VERIFY,GLOBAL,N/A,N/A,0x05,NO,0xFF,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,verify physical bank 0x05,nvp6134c_i2c_bringup.vhd:1056-1062
152,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,370,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x59,WRITE,0x11,0xFF,NO,N/A,NONE,0x11,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:370; bringup:997-1070
153,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,371,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x01,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:371; bringup:997-1070
154,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,372,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x58,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:372; bringup:997-1070
155,L2_V38_R1I_STAGE2_OVERLAY,rtl/nvp/nvp6134c_diagnostics_pkg.vhd,373,c_v38ek_marek_op_for_slot,GLOBAL,N/A,N/A,0x05,NO,0x59,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,effective table target write,nvp6134c_diagnostics_pkg.vhd:373; bringup:997-1070
