ScenarioIndex,OperationIndex,OperationID,FailureType,CommittedRegisterCount,UnresolvedCommittedRegisterCount,RecoveryPath,TerminalState,ClassificationReason
86,13,MODE1_0013_COMMON_WRITE,NACK_DURING_WRITE,11,10,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08
87,13,MODE1_0013_COMMON_WRITE,TIMEOUT_DURING_WRITE,11,10,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08
88,13,MODE1_0013_COMMON_WRITE,READBACK_MISMATCH,11,10,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08
89,13,MODE1_0013_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,11,10,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
90,13,MODE1_0013_COMMON_WRITE,HOST_ABORT,11,10,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08
91,13,MODE1_0013_COMMON_WRITE,MMIO_RESET,11,10,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
92,14,MODE1_0014_COMMON_WRITE,FAILURE_BEFORE_WRITE,11,10,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08
93,14,MODE1_0014_COMMON_WRITE,NACK_DURING_WRITE,12,11,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E
94,14,MODE1_0014_COMMON_WRITE,TIMEOUT_DURING_WRITE,12,11,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E
95,14,MODE1_0014_COMMON_WRITE,READBACK_MISMATCH,12,11,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E
96,14,MODE1_0014_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,12,11,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
97,14,MODE1_0014_COMMON_WRITE,HOST_ABORT,12,11,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E
98,14,MODE1_0014_COMMON_WRITE,MMIO_RESET,12,11,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
99,15,MODE1_0015_COMMON_WRITE,FAILURE_BEFORE_WRITE,12,11,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E
100,15,MODE1_0015_COMMON_WRITE,NACK_DURING_WRITE,13,12,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11
101,15,MODE1_0015_COMMON_WRITE,TIMEOUT_DURING_WRITE,13,12,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11
102,15,MODE1_0015_COMMON_WRITE,READBACK_MISMATCH,13,12,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11
103,15,MODE1_0015_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,13,12,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
104,15,MODE1_0015_COMMON_WRITE,HOST_ABORT,13,12,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11
105,15,MODE1_0015_COMMON_WRITE,MMIO_RESET,13,12,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
106,16,MODE1_0016_COMMON_WRITE,FAILURE_BEFORE_WRITE,13,12,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11
107,16,MODE1_0016_COMMON_WRITE,NACK_DURING_WRITE,14,13,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23
108,16,MODE1_0016_COMMON_WRITE,TIMEOUT_DURING_WRITE,14,13,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23
109,16,MODE1_0016_COMMON_WRITE,READBACK_MISMATCH,14,13,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23
110,16,MODE1_0016_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,14,13,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
111,16,MODE1_0016_COMMON_WRITE,HOST_ABORT,14,13,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23
112,16,MODE1_0016_COMMON_WRITE,MMIO_RESET,14,13,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
113,17,MODE1_0017_COMMON_WRITE,FAILURE_BEFORE_WRITE,14,13,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23
114,17,MODE1_0017_COMMON_WRITE,NACK_DURING_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
115,17,MODE1_0017_COMMON_WRITE,TIMEOUT_DURING_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
116,17,MODE1_0017_COMMON_WRITE,READBACK_MISMATCH,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
117,17,MODE1_0017_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,15,14,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
118,17,MODE1_0017_COMMON_WRITE,HOST_ABORT,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
119,17,MODE1_0017_COMMON_WRITE,MMIO_RESET,15,14,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
120,18,MODE1_0018_COMMON_WRITE,FAILURE_BEFORE_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
121,18,MODE1_0018_COMMON_WRITE,NACK_DURING_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
122,18,MODE1_0018_COMMON_WRITE,TIMEOUT_DURING_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
123,18,MODE1_0018_COMMON_WRITE,READBACK_MISMATCH,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
124,18,MODE1_0018_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,15,14,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
125,18,MODE1_0018_COMMON_WRITE,HOST_ABORT,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
126,18,MODE1_0018_COMMON_WRITE,MMIO_RESET,15,14,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
127,19,MODE1_0019_COMMON_WRITE,FAILURE_BEFORE_WRITE,15,14,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A
128,19,MODE1_0019_COMMON_WRITE,NACK_DURING_WRITE,16,15,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58
129,19,MODE1_0019_COMMON_WRITE,TIMEOUT_DURING_WRITE,16,15,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58
130,19,MODE1_0019_COMMON_WRITE,READBACK_MISMATCH,16,15,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58
131,19,MODE1_0019_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,16,15,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
132,19,MODE1_0019_COMMON_WRITE,HOST_ABORT,16,15,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58
133,19,MODE1_0019_COMMON_WRITE,MMIO_RESET,16,15,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
134,20,MODE1_0020_COMMON_WRITE,FAILURE_BEFORE_WRITE,16,15,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58
135,20,MODE1_0020_COMMON_WRITE,NACK_DURING_WRITE,17,16,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59
136,20,MODE1_0020_COMMON_WRITE,TIMEOUT_DURING_WRITE,17,16,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59
137,20,MODE1_0020_COMMON_WRITE,READBACK_MISMATCH,17,16,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59
138,20,MODE1_0020_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,17,16,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
139,20,MODE1_0020_COMMON_WRITE,HOST_ABORT,17,16,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59
140,20,MODE1_0020_COMMON_WRITE,MMIO_RESET,17,16,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
141,21,MODE1_0021_COMMON_WRITE,FAILURE_BEFORE_WRITE,17,16,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59
142,21,MODE1_0021_COMMON_WRITE,NACK_DURING_WRITE,18,17,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8
143,21,MODE1_0021_COMMON_WRITE,TIMEOUT_DURING_WRITE,18,17,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8
144,21,MODE1_0021_COMMON_WRITE,READBACK_MISMATCH,18,17,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8
145,21,MODE1_0021_COMMON_WRITE,RESET_BETWEEN_OPERATIONS,18,17,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
146,21,MODE1_0021_COMMON_WRITE,HOST_ABORT,18,17,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8
147,21,MODE1_0021_COMMON_WRITE,MMIO_RESET,18,17,ABORTING->PRODUCT_RECONSTRUCTION_GAP->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,CALLABLE_RESET_AUTOINIT_OR_PERSISTENT_RECOVERY_CONTEXT_NOT_PROVEN
148,22,MODE1_0022_COMMON_WRITE,FAILURE_BEFORE_WRITE,18,17,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8
149,22,MODE1_0022_COMMON_WRITE,NACK_DURING_WRITE,19,18,ABORTING->UNRESOLVED_REGISTER_GATE->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,UNRESOLVED_COMMITTED_REGISTERS=0x00:0x00;0x00:0x22;0x00:0x30;0x00:0x34;0x00:0x93;0x00:0xA4;0x05:0x00;0x05:0x01;0x05:0x05;0x05:0x08;0x05:0x0E;0x05:0x11;0x05:0x23;0x05:0x2A;0x05:0x58;0x05:0x59;0x05:0xB8;0x05:0xC8
