OperationIndex,OperationID,SourceSemanticFunction,Bank,Register,OperationType,Value,Mask,PreservedBits,Condition,DelayBefore,DelayAfter,RequiredInitialState,ExpectedReadback,ReadbackMask,RecoveryClass,RecoveryAction,EvidenceAuthority,Confidence,IncludedInMinimumMode1,ExclusionReason
164,MODE1_0164_EQ_INIT_BANK_SELECT,eq_init_each_format,0x05,0xFF,WRITE_FULL,0x05,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x05,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
165,MODE1_0165_EQ_INIT_WRITE,eq_init_each_format,0x05,0xC0,WRITE_FULL,0x17,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x17,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
166,MODE1_0166_EQ_INIT_WRITE,eq_init_each_format,0x05,0xC1,WRITE_FULL,0x13,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x13,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
167,MODE1_0167_EQ_INIT_WRITE,eq_init_each_format,0x05,0xC8,WRITE_FULL,0x04,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x04,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
168,MODE1_0168_EQ_INIT_BANK_SELECT,eq_init_each_format,0x05,0xFF,WRITE_FULL,0x0A,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x0A,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
169,MODE1_0169_EQ_INIT_WRITE,eq_init_each_format,0x0A,0x74,WRITE_FULL,0x02,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x02,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
170,MODE1_0170_EQ_INIT_STATE_ASSIGN,eq_init_each_format,SOFTWARE,s_eq.ch_stage[CH_LOCAL],SOFTWARE_STATE_ONLY,0x00,N/A,N/A,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,EXECUTOR_SESSION_STATE_ONLY,N/A,DETERMINISTIC_SEQUENCE_REINIT,DISCARD_UNPUBLISHED_SESSION_STATE,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,NO,VENDOR_SOFTWARE_STATE_REPLACED_BY_EXECUTOR_SESSION_STATE
171,MODE1_0171_POST_MODE_BANK_SELECT,nvp6134_set_chnmode,0x0A,0xFF,WRITE_FULL,0x09,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x09,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
172,MODE1_0172_POST_MODE_WRITE,nvp6134_set_chnmode,0x09,0x40,WRITE_PULSE,0x61,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x61,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
173,MODE1_0173_POST_MODE_DELAY,nvp6134_set_chnmode,N/A,N/A,DELAY_FIXED,N/A,N/A,N/A,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,35,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,DELAY_COMPLETED,N/A,DETERMINISTIC_SEQUENCE_REINIT,ABORT_CURRENT_SEQUENCE; DO_NOT_RESUME_MID_DELAY,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
174,MODE1_0174_POST_MODE_WRITE,nvp6134_set_chnmode,0x09,0x40,WRITE_PULSE,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
175,MODE1_0175_POST_MODE_BANK_SELECT,nvp6134_set_chnmode,0x09,0xFF,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,EXACT_READ_RESTORE,RESTORE_CAPTURED_ENTRY_BANK_AND_VERIFY,SCAN0_SEMANTIC_MANIFEST; NVP6134C_DATASHEET; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC,YES,
176,MODE1_0176_POST_MODE_WRITE,nvp6134_set_chnmode,0x00,0x00,WRITE_FULL,0x00,0xFF,0x00,CH1_AND_PAL_AND_NVP6134_VI_1080P_2530,0,0,BASELINE_CAPTURED; EXCLUSIVE_I2C_OWNERSHIP; STREAM_DISABLED,0x00,0xFF,PROHIBITED_UNRESOLVED,NO_EXECUTION; ENTER_FATAL_RECOVERY_FAILURE_IF_TOUCHED,SCAN0_SEMANTIC_MANIFEST; REFERENCE_DRIVER_SEMANTICS; SOURCE_COMMIT_dae2aff60141ecdbc0afac08fc0df9a3166f66c6,HIGH_SEMANTIC_LOW_HARDWARE_COMPATIBILITY,YES,
